registrar_id,course_code,pre_req,anti_req,co_req,level,school,description,department,title,credits,term
1175,BIOL 452,BIOL 231 Human Anatomy and Physiology II (479) (C and above) OR BIOL 301 Molecular Biology of Cell with Lab (1197) (C and above) OR BIOL 331 Human Anatomy and Physiology II (6218) (C and above) OR BIOL 301 Molecular Cell Biology (5809) (C and above),,,UG,SSH,n/a,Biological Science,Biology of Cancer,6,Fall 2025
5008,MBME 603,,,,GrM,SEDS,"The course “Biomaterials Science & Engineering” will present an overview of synthetic and natural materials, which are currently used in different areas of biomedical engineering. Structure and function of these materials will be discussed. Special emphasis will be laid on polymeric biomaterials and metals as well as their biocompatibility.",Chemical and Materials Engineering,Biomaterials Science & Engineering,6,Fall 2025
5836,PHDBS 703a,,,,PhD,SoM,"In this course students will learn about good experimental design and start to analyse data obtained in practical experiments. The course will be held as a discussion group, where results from different ongoing experiments in NUSOM are analysed and  problems and further possible research directions are discussed.
",PHD,Biomedical Research Analysis and Design of Experimentation,0,Fall 2025
7481,MBME 710,,,,GrM,SEDS,"This course offers an in-depth exploration of how light interacts with biological materials. The primary focus rests on the deployment of photonics in domains such as optical bioimaging, phototherapy, optogenetics, and neurophotonics. Integral to the course content are fundamental concepts concerning biophotonic materials, elucidated through a variety of engaging case studies. ",Chemical and Materials Engineering,Biophotonics,6,Fall 2025
5891,PHDBS 705,,,,PhD,SoM,"In this course students will learn about ethical considerations as well as animal welfare and biosafety aspects that have to be taken into account when designing and conducting biomedical research.
",PHD,"Biosafety, Animal Welfare and Ethics",8,Fall 2025
4989,MBME 604,,,,GrM,SEDS,"The Biosensors course will provide an interdisciplinary view of biosensors, focusing on the technological aspects, as well as on implementation and applications, with elements of electronics, photonics, surface chemistry, and biology. The course will present electronic biosensors, optical biosensors, biorecognition and functionalization, and applications of biosensors.",Chemical and Materials Engineering,Biosensors,6,Fall 2025
7482,MECE 727,,,,GrM,SEDS,"The Biosensors course will provide an interdisciplinary view of biosensors, focusing on the technological aspects, as well as on implementation and applications, with elements of electronics, photonics, surface chemistry, and biology. The course will present electronic biosensors, optical biosensors, biorecognition and functionalization, and applications of biosensors.",Electrical and Computer Engineering,Biosensors,6,Fall 2025
8517,MSBM 504,,,,GrM,SoM,"The course aims to:
1.        Provide students with the epidemiological and biostatistical skillsets to design and conduct studies to answer clinically important research questions associated with pharmaceuticals. 
2.         Provide students with the the epidemiological and biostatistical skillsets to critique clinical peer-reviewed journal pharmaceutical-related articles for validity and utility.
",Master of Sciences in Biomedicine,Biostatistics and Critical Appraisal,6,Fall 2025
3836,ROBT 613,,,,GrM,SEDS,"This course is an introduction to the fundamentals in BMI technology and discusses its applications including both invasive and non-invasive BMI systems for controlling user interfaces, prosthetic arms, wheelchairs, and robotic exoskeletons.  ",Robotics and Mechatronics,Brain-Machine Interfaces ,6,Fall 2025
1891,REL 212,,,,UG,SSH,This course offers a survey of Buddhism from its origins to the present.,"History, Philosophy and Religious Studies",Buddhist Religious Traditions,6,Fall 2025
7171,CEE 467,CEE 303 Geotechnical Design (6158) (D and above),,,UG,SEDS,This course aims to acquaint students with the building information modelling for application in geotechnical engineering,Civil and Environmental Engineering,Building Information Modelling for Geotechnical Engineering,6,Fall 2025
6795,MBAE 22,,,,GrM,GSB,"This course is an introductory course in business law, with emphasis on real world applicability in the field of business. Theory combined with practice-oriented exercises to develop a foundation in intellectual property, environmental law and corporate law.",GSB,Business Law,6,Fall 2025
81,MATH 263,MATH 162 Calculus II (170) (C and above),,,UG,SSH,n/a,Mathematics,Calculus III,8,Fall 2025
6424,PETE 400,PETE 302 Reservoir Engineering I with Laboratory works (5955) (C- and above) AND PETE 203 Drilling Engineering with Laboratories (5486) (C- and above),,,UG,SMG,The final year students will work with one of the faculty members and will conduct research work in one of the areas of petroleum engineering. At the end of this course the students will submit an initial report and will orally present their work which will be examined by a team of faculty members. The students will continue their research work in Capstone Design Project II.  ,Petroleum Engineering,Capstone Design Project I,6,Fall 2025
